hs13 100634026 100639018 hs22 36002811 36033998
hs13 100634026 100639018 hs12 76419227 76427712
hs18 77155856 77289325 hs14 23594504 23652883
hs9 110247133 110252763 hs11 13298199 13408813
hs18 77155856 77289325 hs12 9220260 9268825
hs18 77155856 77289325 hs19 7968728 7979363
hs9 35732332 35737001 hs7 26229547 26241149
hs6 34204650 34214008 hs7 74071994 74175026
hs13 100634026 100639018 hs1 41249684 41306124
hs9 35732332 35737001 hs14 100704635 100749129
hs12 66217911 66360075 hs2 136871919 136875735
hs12 66217911 66360075 hs15 43477316 43487396
hs9 35732332 35737001 hs6 30294256 30311506
hs13 100634026 100639018 hsX 128913955 128929177
hs9 35732332 35737001 hs15 80351910 80430735
hs12 66217911 66360075 hs12 65004293 65091347
hs10 63661059 63856703 hs21 34398153 34401504
hs18 77155856 77289325 hs5 32124810 32174456
hs10 63661059 63856703 hs2 10182976 10194963
hs6 34204650 34214008 hs22 39174513 39190203
hs9 35732332 35737001 hs2 64751465 64820139
hs9 35732332 35737001 hs17 48452420 48474914
hs9 35732332 35737001 hs1 212208919 212280742
hs20 48807376 48809212 hs11 122526383 122685181
hs18 77155856 77289325 hs11 65365226 65382853
hs9 110247133 110252763 hs19 6663148 6670599
hs9 35732332 35737001 hs2 10710892 10830101
hs12 51580719 51611477 hs2 191208196 191236391
hs6 43139037 43149243 hs1 206858289 206907628
hs18 77155856 77289325 hs16 15688243 15737023
hs6 34204650 34214008 hs1 167599330 167675486
hs9 110247133 110252763 hsX 68048840 68061990
hs9 35732332 35737001 hs2 242166679 242256476
hs9 110247133 110252763 hs3 105085753 105295744
hs6 34204650 34214008 hs19 1065922 1086627
hs18 77155856 77289325 hs1 110452864 110473614
hs18 77155856 77289325 hs19 45504688 45541452
hs18 77155856 77289325 hs2 113587328 113594480
hs9 35732332 35737001 hs3 51433298 51534010
hs18 77155856 77289325 hs8 125563031 125740730
hs18 77155856 77289325 hs20 46130601 46285621
hs9 110247133 110252763 hs7 18126572 19042039
hs6 43139037 43149243 hs6 43139037 43149243
hs9 110247133 110252763 hs15 89630690 89745591
hs12 51580719 51611477 hs14 99635624 99737861
hs20 48807376 48809212 hs1 24285599 24289952
hs18 77155856 77289325 hs11 13298199 13408813
hs18 77155856 77289325 hs4 88896819 88904562
hs15 66994566 67074338 hs8 62413116 62627155
hs18 77155856 77289325 hs5 64885507 64921802
hs12 66217911 66360075 hs12 58213710 58240522
hs15 66994566 67074338 hs11 34073230 34122703
hs10 63661059 63856703 hs4 105389469 105416058
hs9 110247133 110252763 hs11 100900355 101001255
hs9 35732332 35737001 hs8 116420724 116821899
hs9 110247133 110252763 hs20 62783144 62873604
hs9 110247133 110252763 hsX 118920467 118925606
hs13 100634026 100639018 hs19 41807492 41859816
hs13 100634026 100639018 hs19 16940211 16991164
hs10 63661059 63856703 hs13 100634026 100639018
hs9 35732332 35737001 hs16 19078921 19091417
hs12 51580719 51611477 hs17 62495734 62504317
hs9 35732332 35737001 hs3 48956254 49023815
hs18 77155856 77289325 hs5 140855580 140892542
hs12 66217911 66360075 hs10 3818188 3827473
hs9 35732332 35737001 hs2 10580094 10588630
hs9 110247133 110252763 hs5 137087075 137090039
hs9 35732332 35737001 hs3 25639475 25706398
hs9 110247133 110252763 hs19 14491313 14519537
hs9 110247133 110252763 hs5 140810185 140892546
hs9 35732332 35737001 hs22 31556168 31603005
hs6 34204650 34214008 hs1 46726868 46769280
hs9 110247133 110252763 hs6 127609855 127664754
hs13 100634026 100639018 hs9 35681989 35691017
hs9 35732332 35737001 hs2 43449541 43453748
hs9 110247133 110252763 hs8 61591337 61779465
hs9 110247133 110252763 hs21 27106881 27144771
hs6 34204650 34214008 hs11 46354455 46402104
hs9 110247133 110252763 hs20 56884752 56942563
hs9 110247133 110252763 hs7 111366166 111846466
hs20 48807376 48809212 hs8 21995533 21999464
hs15 66994566 67074338 hs12 54943134 54973023
hs18 77155856 77289325 hs8 15965387 16424999
hs9 35732332 35737001 hs1 38032417 38061536
hs18 77155856 77289325 hs1 205626979 205649587
hs9 35732332 35737001 hs20 17922241 17949623
hs9 110247133 110252763 hs4 140637907 141075338
hs6 34204650 34214008 hs21 34398153 34401504
hs9 110247133 110252763 hs10 73156691 73575702
hs9 35732332 35737001 hs12 98987369 98995946
hs9 35732332 35737001 hs11 65659520 65668044
hs6 34204650 34214008 hs5 96496571 96518964
hs9 110247133 110252763 hs10 26727132 26856732
hs9 35732332 35737001 hs10 74943120 75008620
hs12 51580719 51611477 hs8 29190581 29208185
hs9 110247133 110252763 hs14 69254377 69263190
hs9 110247133 110252763 hs15 86302554 86338261
hs18 77155856 77289325 hs8 101928753 101965616
hs9 110247133 110252763 hsX 132434131 132549518
hs9 110247133 110252763 hs14 88932122 89021077
hs15 66994566 67074338 hs16 53088945 53363062
hs15 66994566 67074338 hs1 155916630 155976861
hs6 34204650 34214008 hs17 45884738 45899200
hs9 110247133 110252763 hs2 217362912 217443903
hs9 110247133 110252763 hs1 155911480 155912625
hs9 35732332 35737001 hs17 37356536 37360980
hs18 77155856 77289325 hs5 177540444 177553088
